PERMNO,date,SICCD,TICKER,COMNAM,HSICIG,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,NUMTRD,RETX,sprtrn,enterdate,positive,negative,total,market_cap
10104,2023-01-20,7372,ORCL,ORACLE CORP,,85.495,87.38,87.25,5567493.0,0.015243,2696253.0,,0.015243,0.018918,,0.0,0.0,0.0,235248074.25
10104,2023-01-23,7372,ORCL,ORACLE CORP,,86.97,89.13,88.97,7390256.0,0.019713,2696253.0,,0.019713,0.011881,,0.0,0.0,0.0,239885629.41
10104,2023-01-24,7372,ORCL,ORACLE CORP,,88.0,90.095,89.7,7004581.0,0.008205,2696253.0,,0.008205,-0.000711,2023-01-24,1.0,0.0,1.0,241853894.1
10104,2023-01-25,7372,ORCL,ORACLE CORP,,87.74,89.86,89.64,5896812.0,-0.000669,2696253.0,,-0.000669,-0.000182,2023-01-25,0.0,0.0,2.0,241692118.92
10104,2023-01-26,7372,ORCL,ORACLE CORP,,89.09,90.49,89.83,7302869.0,0.00212,2696253.0,,0.00212,0.011008,,0.0,0.0,0.0,242204406.99
10104,2023-01-27,7372,ORCL,ORACLE CORP,,88.96,89.72,88.99,5676836.0,-0.009351,2696253.0,,-0.009351,0.002495,,0.0,0.0,0.0,239939554.47
10104,2023-01-30,7372,ORCL,ORACLE CORP,,86.99,88.62,87.35,6255306.0,-0.018429,2696253.0,,-0.018429,-0.012969,,0.0,0.0,0.0,235517699.54999998
10104,2023-01-31,7372,ORCL,ORACLE CORP,,87.35,88.48,88.46,6200413.0,0.012708,2696253.0,,0.012708,0.014642,,0.0,0.0,0.0,238510540.38
10104,2023-02-01,7372,ORCL,ORACLE CORP,,88.21,90.645,90.05,6141252.0,0.017974,2696253.0,,0.017974,0.010452,2023-02-01,0.0,0.0,2.0,242797582.65
10104,2023-02-02,7372,ORCL,ORACLE CORP,,88.945,91.22,89.38,8269151.0,-0.00744,2696253.0,,-0.00744,0.014699,2023-02-02,0.0,0.0,3.0,240991093.14
10104,2023-02-03,7372,ORCL,ORACLE CORP,,88.27,90.255,89.62,5671823.0,0.002685,2696253.0,,0.002685,-0.010355,2023-02-03,0.0,0.0,6.0,241638193.86
10104,2023-02-06,7372,ORCL,ORACLE CORP,,88.4,89.61,88.53,4097311.0,-0.012163,2696253.0,,-0.012163,-0.00614,2023-02-06,0.0,0.0,6.0,238699278.09
10104,2023-02-07,7372,ORCL,ORACLE CORP,,86.3,88.02,87.74,9226071.0,-0.008924,2696253.0,,-0.008924,0.012873,,0.0,0.0,0.0,236569238.22
10104,2023-02-08,7372,ORCL,ORACLE CORP,,86.51,87.915,86.69,7624398.0,-0.011967,2696253.0,,-0.011967,-0.011081,2023-02-08,0.0,0.0,1.0,233738172.57
10104,2023-02-09,7372,ORCL,ORACLE CORP,,86.325,87.9,86.65,4960391.0,-0.000461,2696253.0,,-0.000461,-0.00883,2023-02-09,0.0,0.0,1.0,233630322.45000002
10104,2023-02-10,7372,ORCL,ORACLE CORP,,86.335,87.38,87.14,5318403.0,0.005655,2696253.0,,0.005655,0.002195,,0.0,0.0,0.0,234951486.42
10104,2023-02-13,7372,ORCL,ORACLE CORP,,87.2,89.45,89.42,5560902.0,0.026165,2696253.0,,0.026165,0.011449,,0.0,0.0,0.0,241098943.26
10104,2023-02-14,7372,ORCL,ORACLE CORP,,87.71,89.41,89.09,7484776.0,-0.00369,2696253.0,,-0.00369,-0.00028,2023-02-14,0.0,0.0,1.0,240209179.77
10104,2023-02-15,7372,ORCL,ORACLE CORP,,88.03,89.21,88.34,4330547.0,-0.008418,2696253.0,,-0.008418,0.002773,,0.0,0.0,0.0,238186990.02
10104,2023-02-16,7372,ORCL,ORACLE CORP,,87.0126,88.27,87.72,5942533.0,-0.007018,2696253.0,,-0.007018,-0.013789,,0.0,0.0,0.0,236515313.16
10104,2023-02-17,7372,ORCL,ORACLE CORP,,86.51,87.43,87.28,6398487.0,-0.005016,2696253.0,,-0.005016,-0.002767,,0.0,0.0,0.0,235328961.84
10104,2023-02-21,7372,ORCL,ORACLE CORP,,86.15,86.94,86.2,5260328.0,-0.012374,2696253.0,,-0.012374,-0.020041,,0.0,0.0,0.0,232417008.6
10104,2023-02-22,7372,ORCL,ORACLE CORP,,85.98,87.18,86.32,5840102.0,0.001392,2696253.0,,0.001392,-0.001574,,0.0,0.0,0.0,232740558.95999998
10104,2023-02-23,7372,ORCL,ORACLE CORP,,87.06,89.48,88.58,8637135.0,0.026182,2696253.0,,0.026182,0.005329,,0.0,0.0,0.0,238834090.74
10104,2023-02-24,7372,ORCL,ORACLE CORP,,87.14,88.89,88.66,7659188.0,0.000903,2696253.0,,0.000903,-0.010538,,0.0,0.0,0.0,239049790.98
10104,2023-02-27,7372,ORCL,ORACLE CORP,,87.36,88.97,87.96,6748861.0,-0.007895,2696253.0,,-0.007895,0.003073,,0.0,0.0,0.0,237162413.88
10104,2023-02-28,7372,ORCL,ORACLE CORP,,87.18,88.01,87.4,7468234.0,-0.006367,2696253.0,,-0.006367,-0.003036,2023-02-28,1.0,0.0,1.0,235652512.20000002
10104,2023-03-01,7372,ORCL,ORACLE CORP,,85.99,87.21,86.34,5119757.0,-0.012128,2696253.0,,-0.012128,-0.004725,,0.0,0.0,0.0,232794484.02
10104,2023-03-02,7372,ORCL,ORACLE CORP,,85.87,87.28,86.97,5293599.0,0.007297,2696253.0,,0.007297,0.007582,2023-03-02,1.0,0.0,3.0,234493123.41
10104,2023-03-03,7372,ORCL,ORACLE CORP,,87.08,89.29,89.25,5498531.0,0.026216,2696253.0,,0.026216,0.016148,,0.0,0.0,0.0,240640580.25
10104,2023-03-06,7372,ORCL,ORACLE CORP,,89.15,90.665,89.74,7424800.0,0.00549,2696253.0,,0.00549,0.000687,2023-03-06,0.0,0.0,1.0,241961744.22
10104,2023-03-07,7372,ORCL,ORACLE CORP,,88.05,90.08,88.36,5382366.0,-0.015378,2696253.0,,-0.015378,-0.015327,,0.0,0.0,0.0,238240915.08
10104,2023-03-08,7372,ORCL,ORACLE CORP,,88.15,89.085,88.49,5159208.0,0.001471,2696253.0,,0.001471,0.001415,,0.0,0.0,0.0,238591427.97
10104,2023-03-09,7372,ORCL,ORACLE CORP,,86.53,89.64,86.87,10572293.0,-0.018307,2696253.0,,-0.018307,-0.018459,2023-03-09,0.0,0.0,1.0,234223498.11
10104,2023-03-10,7372,ORCL,ORACLE CORP,,82.88,85.25,84.07,16029345.0,-0.032232,2696253.0,,-0.032232,-0.014478,,0.0,0.0,0.0,226673989.70999998
10104,2023-03-13,7372,ORCL,ORACLE CORP,,82.04,85.53,84.93,10299942.0,0.01023,2696253.0,,0.01023,-0.00151,2023-03-13,0.0,0.0,1.0,228992767.29000002
10104,2023-03-14,7372,ORCL,ORACLE CORP,,83.43,85.93,84.56,8732248.0,-0.004357,2696253.0,,-0.004357,0.016477,,0.0,0.0,0.0,227995153.68
10104,2023-03-15,7372,ORCL,ORACLE CORP,,82.12,83.37,82.98,11463010.0,-0.018685,2696253.0,,-0.018685,-0.006981,2023-03-15,0.0,0.0,2.0,223735073.94
10104,2023-03-16,7372,ORCL,ORACLE CORP,,82.08,85.11,84.82,10149163.0,0.022174,2696253.0,,0.022174,0.017562,2023-03-16,0.0,0.0,1.0,228696179.45999998
10104,2023-03-17,7372,ORCL,ORACLE CORP,,84.61,85.98,85.26,13066028.0,0.005187,2696253.0,,0.005187,-0.011019,,0.0,0.0,0.0,229882530.78
10104,2023-03-20,7372,ORCL,ORACLE CORP,,85.25,87.51,86.96,9177289.0,0.019939,2696253.0,,0.019939,0.008918,,0.0,0.0,0.0,234466160.88
10104,2023-03-21,7372,ORCL,ORACLE CORP,,86.66,87.8482,87.58,6683731.0,0.00713,2696253.0,,0.00713,0.012982,,0.0,0.0,0.0,236137837.74
10104,2023-03-22,7372,ORCL,ORACLE CORP,,87.44,89.16,87.9,7233663.0,0.003654,2696253.0,,0.003654,-0.016463,2023-03-22,0.0,0.0,4.0,237000638.70000002
10104,2023-03-23,7372,ORCL,ORACLE CORP,,87.64,89.64,87.78,10747139.0,-0.001365,2696253.0,,-0.001365,0.002985,,0.0,0.0,0.0,236677088.34
10104,2023-03-24,7372,ORCL,ORACLE CORP,,87.51,88.48,88.01,5852248.0,0.00262,2696253.0,,0.00262,0.00564,,0.0,0.0,0.0,237297226.53
10104,2023-03-27,7372,ORCL,ORACLE CORP,,88.545,90.5,90.14,8170050.0,0.024202,2696253.0,,0.024202,0.001647,,0.0,0.0,0.0,243040245.42
10104,2023-03-28,7372,ORCL,ORACLE CORP,,89.48,90.88,89.85,6378927.0,-0.003217,2696253.0,,-0.003217,-0.001574,,0.0,0.0,0.0,242258332.04999998
10104,2023-03-29,7372,ORCL,ORACLE CORP,,89.81,90.66,90.62,5233647.0,0.00857,2696253.0,,0.00857,0.014237,2023-03-29,0.0,0.0,1.0,244334446.86
10104,2023-03-30,7372,ORCL,ORACLE CORP,,89.71,91.18,90.51,5640690.0,-0.001214,2696253.0,,-0.001214,0.005715,,0.0,0.0,0.0,244037859.03
10104,2023-03-31,7372,ORCL,ORACLE CORP,,90.41,93.0,92.92,10476333.0,0.026627,2699802.0,,0.026627,0.014437,,0.0,0.0,0.0,250865601.84
10104,2023-04-03,7372,ORCL,ORACLE CORP,,92.09,94.0,93.92,8410872.0,0.010762,2699802.0,,0.010762,0.003699,,0.0,0.0,0.0,253565403.84
10104,2023-04-04,7372,ORCL,ORACLE CORP,,92.93,94.02,94.0,6651475.0,0.000852,2699802.0,,0.000852,-0.005797,2023-04-04,0.0,0.0,1.0,253781388.0
10104,2023-04-05,7372,ORCL,ORACLE CORP,,93.48,95.108,94.89,7478750.0,0.009468,2699802.0,,0.009468,-0.002492,,0.0,0.0,0.0,256184211.78
10104,2023-04-06,7372,ORCL,ORACLE CORP,,93.99,96.08,95.92,9146244.0,0.010855,2699802.0,,0.010855,0.003579,,0.0,0.0,0.0,258965007.84
10104,2023-04-10,7372,ORCL,ORACLE CORP,,93.55,95.11,93.76,8681735.0,-0.018349,2699802.0,,-0.022519,0.000996,,0.0,0.0,0.0,253133435.52
10104,2023-04-11,7372,ORCL,ORACLE CORP,,93.2,94.13,93.97,8196049.0,0.00224,2699802.0,,0.00224,-4.1e-05,,0.0,0.0,0.0,253700393.94
10104,2023-04-12,7372,ORCL,ORACLE CORP,,93.595,95.32,93.9,8040306.0,-0.000745,2699802.0,,-0.000745,-0.004135,2023-04-12,0.0,0.0,1.0,253511407.8
10104,2023-04-13,7372,ORCL,ORACLE CORP,,93.94,95.745,95.55,6240215.0,0.017572,2699802.0,,0.017572,0.013263,,0.0,0.0,0.0,257966081.1
10104,2023-04-14,7372,ORCL,ORACLE CORP,,94.68,95.99,95.71,6485060.0,0.001674,2699802.0,,0.001674,-0.002069,,0.0,0.0,0.0,258398049.42
10104,2023-04-17,7372,ORCL,ORACLE CORP,,95.31,95.99,95.59,4772486.0,-0.001254,2699802.0,,-0.001254,0.003306,,0.0,0.0,0.0,258074073.18
10104,2023-04-18,7372,ORCL,ORACLE CORP,,95.7749,96.7413,96.47,7219366.0,0.009206,2699802.0,,0.009206,0.000855,2023-04-18,3.0,0.0,7.0,260449898.94
10104,2023-04-19,7372,ORCL,ORACLE CORP,,95.59,96.47,95.81,4766371.0,-0.006842,2699802.0,,-0.006842,-8.4e-05,2023-04-19,2.0,0.0,3.0,258668029.62
10104,2023-04-20,7372,ORCL,ORACLE CORP,,94.6,96.15,94.83,5815527.0,-0.010229,2699802.0,,-0.010229,-0.005953,,0.0,0.0,0.0,256022223.66
10104,2023-04-21,7372,ORCL,ORACLE CORP,,94.26,95.31,95.15,7335787.0,0.003374,2699802.0,,0.003374,0.000903,,0.0,0.0,0.0,256886160.3
10104,2023-04-24,7372,ORCL,ORACLE CORP,,94.97,96.075,95.44,4901783.0,0.003048,2699802.0,,0.003048,0.000852,,0.0,0.0,0.0,257669102.88
10104,2023-04-25,7372,ORCL,ORACLE CORP,,94.02,95.7,94.06,5768842.0,-0.014459,2699802.0,,-0.014459,-0.015811,,0.0,0.0,0.0,253943376.12
10104,2023-04-26,7372,ORCL,ORACLE CORP,,93.34,94.81,93.71,6395726.0,-0.003721,2699802.0,,-0.003721,-0.003841,,0.0,0.0,0.0,252998445.42
10104,2023-04-27,7372,ORCL,ORACLE CORP,,93.2906,95.09,95.04,5615746.0,0.014193,2699802.0,,0.014193,0.019566,,0.0,0.0,0.0,256589182.08
10104,2023-04-28,7372,ORCL,ORACLE CORP,,94.24,95.4,94.72,8498551.0,-0.003367,2699802.0,,-0.003367,0.008253,2023-04-28,0.0,0.0,1.0,255725245.44
10104,2023-05-01,7372,ORCL,ORACLE CORP,,94.7,95.73,94.87,5459865.0,0.001584,2699802.0,,0.001584,-0.000386,2023-05-01,1.0,0.0,1.0,256130215.74
10104,2023-05-02,7372,ORCL,ORACLE CORP,,93.85,95.24,94.8,5995080.0,-0.000738,2699802.0,,-0.000738,-0.011586,2023-05-02,0.0,0.0,2.0,255941229.6
10104,2023-05-03,7372,ORCL,ORACLE CORP,,94.54,95.42,94.78,6744810.0,-0.000211,2699802.0,,-0.000211,-0.006998,2023-05-03,1.0,0.0,1.0,255887233.56
10104,2023-05-04,7372,ORCL,ORACLE CORP,,94.41,95.12,94.97,5038200.0,0.002005,2699802.0,,0.002005,-0.007219,,0.0,0.0,0.0,256400195.94
10104,2023-05-05,7372,ORCL,ORACLE CORP,,94.83,97.31,96.97,8068571.0,0.021059,2699802.0,,0.021059,0.018475,,0.0,0.0,0.0,261799799.94
10104,2023-05-08,7372,ORCL,ORACLE CORP,,96.44,97.28,96.79,5314753.0,-0.001856,2699802.0,,-0.001856,0.000452,,0.0,0.0,0.0,261313835.58
10104,2023-05-09,7372,ORCL,ORACLE CORP,,96.1,96.89,96.14,6333498.0,-0.006716,2699802.0,,-0.006716,-0.004579,2023-05-09,0.0,0.0,1.0,259558964.28
10104,2023-05-10,7372,ORCL,ORACLE CORP,,96.256,97.675,97.52,5935280.0,0.014354,2699802.0,,0.014354,0.004484,,0.0,0.0,0.0,263284691.04
10104,2023-05-11,7372,ORCL,ORACLE CORP,,96.335,97.63,97.44,5144541.0,-0.00082,2699802.0,,-0.00082,-0.001697,2023-05-11,1.0,0.0,1.0,263068706.88
10104,2023-05-12,7372,ORCL,ORACLE CORP,,96.93,97.92,97.85,4994703.0,0.004208,2699802.0,,0.004208,-0.001583,2023-05-12,1.0,0.0,1.0,264175625.7
10104,2023-05-15,7372,ORCL,ORACLE CORP,,97.045,97.96,97.26,4443811.0,-0.00603,2699802.0,,-0.00603,0.002958,,0.0,0.0,0.0,262582742.52
10104,2023-05-16,7372,ORCL,ORACLE CORP,,96.92,98.845,98.25,6898204.0,0.010179,2699802.0,,0.010179,-0.006378,,0.0,0.0,0.0,265255546.5
10104,2023-05-17,7372,ORCL,ORACLE CORP,,98.43,100.4,99.77,9436009.0,0.015471,2699802.0,,0.015471,0.011891,,0.0,0.0,0.0,269359245.53999996
10104,2023-05-18,7372,ORCL,ORACLE CORP,,99.73,102.46,102.34,10005725.0,0.025759,2699802.0,,0.025759,0.009445,2023-05-18,0.0,0.0,1.0,276297736.68
10104,2023-05-19,7372,ORCL,ORACLE CORP,,101.92,103.07,102.84,8560257.0,0.004886,2699802.0,,0.004886,-0.001446,,0.0,0.0,0.0,277647637.68
10104,2023-05-22,7372,ORCL,ORACLE CORP,,101.73,103.1,101.77,5890481.0,-0.010405,2699802.0,,-0.010405,0.000155,,0.0,0.0,0.0,274758849.53999996
10104,2023-05-23,7372,ORCL,ORACLE CORP,,98.465,101.43,98.54,10047261.0,-0.031738,2699802.0,,-0.031738,-0.011222,,0.0,0.0,0.0,266038489.08
10104,2023-05-24,7372,ORCL,ORACLE CORP,,97.29,98.88,98.32,6815861.0,-0.002233,2699802.0,,-0.002233,-0.007319,2023-05-24,1.0,0.0,1.0,265444532.64
10104,2023-05-25,7372,ORCL,ORACLE CORP,,98.77,104.66,104.29,16729608.0,0.06072,2699802.0,,0.06072,0.008758,,0.0,0.0,0.0,281562350.58000004
10104,2023-05-26,7372,ORCL,ORACLE CORP,,104.03,106.23,104.08,13994064.0,-0.002014,2699802.0,,-0.002014,0.013049,,0.0,0.0,0.0,280995392.15999997
10104,2023-05-30,7372,ORCL,ORACLE CORP,,104.19,105.98,105.15,10296707.0,0.010281,2699802.0,,0.010281,1.7e-05,,0.0,0.0,0.0,283884180.3
10104,2023-05-31,7372,ORCL,ORACLE CORP,,104.15,106.49,105.94,13713520.0,0.007513,2699802.0,,0.007513,-0.006109,,0.0,0.0,0.0,286017023.88
10104,2023-06-01,7372,ORCL,ORACLE CORP,,104.78,106.61,105.99,7835885.0,0.000472,2699802.0,,0.000472,0.009854,,0.0,0.0,0.0,286152013.97999996
10104,2023-06-02,7372,ORCL,ORACLE CORP,,105.75,106.77,105.89,8652377.0,-0.000943,2699802.0,,-0.000943,0.014534,,0.0,0.0,0.0,285882033.78000003
10104,2023-06-05,7372,ORCL,ORACLE CORP,,105.51,107.6,106.93,7997782.0,0.009822,2699802.0,,0.009822,-0.002004,2023-06-05,0.0,0.0,2.0,288689827.86
10104,2023-06-06,7372,ORCL,ORACLE CORP,,106.15,107.49,107.1,7022994.0,0.00159,2699802.0,,0.00159,0.002354,,0.0,0.0,0.0,289148794.2
10104,2023-06-07,7372,ORCL,ORACLE CORP,,104.835,108.37,105.25,9842484.0,-0.017274,2699802.0,,-0.017274,-0.003812,,0.0,0.0,0.0,284154160.5
10104,2023-06-08,7372,ORCL,ORACLE CORP,,105.35,107.785,107.48,9529126.0,0.021188,2699802.0,,0.021188,0.006189,2023-06-08,1.0,0.0,2.0,290174718.96000004
10104,2023-06-09,7372,ORCL,ORACLE CORP,,107.41,110.15,109.85,12597073.0,0.022051,2699802.0,,0.022051,0.001148,,0.0,0.0,0.0,296573249.7
10104,2023-06-12,7372,ORCL,ORACLE CORP,,114.34,117.51,116.43,39532005.0,0.0599,2699802.0,,0.0599,0.009321,2023-06-12,2.0,0.0,3.0,314337946.86
10104,2023-06-13,7372,ORCL,ORACLE CORP,,116.02,123.99,116.68,39190916.0,0.002147,2699802.0,,0.002147,0.006933,2023-06-13,1.0,0.0,1.0,315012897.36
10104,2023-06-14,7372,ORCL,ORACLE CORP,,115.74,122.51,122.27,26264249.0,0.047909,2699802.0,,0.047909,0.000819,2023-06-14,1.0,0.0,2.0,330104790.53999996
10104,2023-06-15,7372,ORCL,ORACLE CORP,,121.66,127.54,126.55,27476726.0,0.035005,2699802.0,,0.035005,0.012178,2023-06-15,0.0,0.0,1.0,341659943.09999996
10104,2023-06-16,7372,ORCL,ORACLE CORP,,125.15,127.4,125.46,19514667.0,-0.008613,2699802.0,,-0.008613,-0.003672,,0.0,0.0,0.0,338717158.91999996
10104,2023-06-20,7372,ORCL,ORACLE CORP,,121.96,125.25,122.04,16280340.0,-0.02726,2699802.0,,-0.02726,-0.004735,,0.0,0.0,0.0,329483836.08000004
10104,2023-06-21,7372,ORCL,ORACLE CORP,,120.36,123.36,122.1,17582950.0,0.000492,2699802.0,,0.000492,-0.005245,,0.0,0.0,0.0,329645824.2
10104,2023-06-22,7372,ORCL,ORACLE CORP,,120.07,122.59,120.58,12204559.0,-0.012449,2699802.0,,-0.012449,0.003711,,0.0,0.0,0.0,325542125.15999997
10104,2023-06-23,7372,ORCL,ORACLE CORP,,118.14,119.9,118.64,19734336.0,-0.016089,2699802.0,,-0.016089,-0.007659,,0.0,0.0,0.0,320304509.28000003
10104,2023-06-26,7372,ORCL,ORACLE CORP,,116.7,119.425,116.78,8987034.0,-0.015678,2699802.0,,-0.015678,-0.004487,,0.0,0.0,0.0,315282877.56
10104,2023-06-27,7379,ORCL,ORACLE CORP,737.0,116.26,118.46,117.84,6970419.0,0.009077,2699802.0,,0.009077,0.011456,2023-06-27,1.0,0.0,2.0,318144667.68
10104,2023-06-28,7379,ORCL,ORACLE CORP,737.0,116.39,118.62,116.53,9240450.0,-0.011117,2699802.0,,-0.011117,-0.000354,2023-06-28,0.0,0.0,3.0,314607927.06
10104,2023-06-29,7379,ORCL,ORACLE CORP,737.0,114.63,117.8,117.78,9234347.0,0.010727,2699802.0,,0.010727,0.004474,2023-06-29,0.0,0.0,1.0,317982679.56
10104,2023-06-30,7379,ORCL,ORACLE CORP,737.0,119.0301,121.725,119.09,13703101.0,0.011122,2714259.0,,0.011122,0.012269,2023-06-30,1.0,0.0,1.0,323241104.31
10104,2023-07-03,7379,ORCL,ORACLE CORP,737.0,116.825,118.25,117.15,4284699.0,-0.01629,2714259.0,,-0.01629,0.001171,,0.0,0.0,0.0,317975441.85
10104,2023-07-05,7379,ORCL,ORACLE CORP,737.0,115.41,117.01,115.96,8471859.0,-0.010158,2714259.0,,-0.010158,-0.001968,,0.0,0.0,0.0,314745473.64
10104,2023-07-06,7379,ORCL,ORACLE CORP,737.0,114.64,115.81,115.45,7987217.0,-0.004398,2714259.0,,-0.004398,-0.007923,,0.0,0.0,0.0,313361201.55
10104,2023-07-07,7379,ORCL,ORACLE CORP,737.0,114.49,115.98,114.61,7001618.0,-0.007276,2714259.0,,-0.007276,-0.002865,,0.0,0.0,0.0,311081223.99
10104,2023-07-10,7379,ORCL,ORACLE CORP,737.0,113.66,115.03,114.38,6931013.0,-0.002007,2714259.0,,-0.002007,0.002405,2023-07-10,1.0,0.0,1.0,310456944.42
10104,2023-07-11,7379,ORCL,ORACLE CORP,737.0,113.43,115.0,114.88,6118606.0,0.007869,2714259.0,,0.004371,0.006742,,0.0,0.0,0.0,311814073.92
10104,2023-07-12,7379,ORCL,ORACLE CORP,737.0,115.64,118.09,116.02,11011586.0,0.009923,2714259.0,,0.009923,0.007411,,0.0,0.0,0.0,314908329.18
10104,2023-07-13,7379,ORCL,ORACLE CORP,737.0,116.76,118.58,117.45,9359604.0,0.012325,2714259.0,,0.012325,0.00847,,0.0,0.0,0.0,318789719.55
10104,2023-07-14,7379,ORCL,ORACLE CORP,737.0,117.68,119.97,119.27,7723843.0,0.015496,2714259.0,,0.015496,-0.001024,,0.0,0.0,0.0,323729670.93
10104,2023-07-17,7379,ORCL,ORACLE CORP,737.0,118.2533,119.97,118.89,6736825.0,-0.003186,2714259.0,,-0.003186,0.003855,,0.0,0.0,0.0,322698252.51
10104,2023-07-18,7379,ORCL,ORACLE CORP,737.0,117.81,121.29,120.77,8906658.0,0.015813,2714259.0,,0.015813,0.007117,2023-07-18,0.0,0.0,1.0,327801059.43
10104,2023-07-19,7379,ORCL,ORACLE CORP,737.0,118.42,121.355,118.69,7609014.0,-0.017223,2714259.0,,-0.017223,0.002358,,0.0,0.0,0.0,322155400.71
10104,2023-07-20,7379,ORCL,ORACLE CORP,737.0,115.23,119.05,115.88,12913026.0,-0.023675,2714259.0,,-0.023675,-0.006757,2023-07-20,1.0,0.0,1.0,314528332.92
10104,2023-07-21,7379,ORCL,ORACLE CORP,737.0,116.21,119.27,117.65,9159643.0,0.015274,2714259.0,,0.015274,0.000324,,0.0,0.0,0.0,319332571.35
10104,2023-07-24,7379,ORCL,ORACLE CORP,737.0,116.73,118.54,118.07,6200393.0,0.00357,2714259.0,,0.00357,0.004034,,0.0,0.0,0.0,320472560.13
10104,2023-07-25,7379,ORCL,ORACLE CORP,737.0,116.81,118.514,117.95,6266278.0,-0.001016,2714259.0,,-0.001016,0.002815,2023-07-25,0.0,0.0,7.0,320146849.05
10104,2023-07-26,7379,ORCL,ORACLE CORP,737.0,115.0,117.62,115.5,8159988.0,-0.020771,2714259.0,,-0.020771,-0.000155,2023-07-26,0.0,0.0,2.0,313496914.5
10104,2023-07-27,7379,ORCL,ORACLE CORP,737.0,115.64,117.6,116.4,7843027.0,0.007792,2714259.0,,0.007792,-0.006425,2023-07-27,0.0,0.0,1.0,315939747.6
10104,2023-07-28,7379,ORCL,ORACLE CORP,737.0,115.65,117.3,115.99,6912012.0,-0.003522,2714259.0,,-0.003522,0.009878,,0.0,0.0,0.0,314826901.40999997
10104,2023-07-31,7379,ORCL,ORACLE CORP,737.0,115.83,117.24,117.23,6708458.0,0.010691,2714259.0,,0.010691,0.001469,2023-07-31,1.0,0.0,1.0,318192582.57
10104,2023-08-01,7379,ORCL,ORACLE CORP,737.0,116.475,118.04,117.91,5250652.0,0.005801,2714259.0,,0.005801,-0.002665,2023-08-01,1.0,0.0,1.0,320038278.69
10104,2023-08-02,7379,ORCL,ORACLE CORP,737.0,114.32,116.98,115.71,6387789.0,-0.018658,2714259.0,,-0.018658,-0.01384,2023-08-02,1.0,0.0,3.0,314066908.89
10104,2023-08-03,7379,ORCL,ORACLE CORP,737.0,114.26,116.17,114.55,5215848.0,-0.010025,2714259.0,,-0.010025,-0.002548,,0.0,0.0,0.0,310918368.45
10104,2023-08-04,7379,ORCL,ORACLE CORP,737.0,114.255,116.4,114.44,5579319.0,-0.00096,2714259.0,,-0.00096,-0.0053,,0.0,0.0,0.0,310619799.96
10104,2023-08-07,7379,ORCL,ORACLE CORP,737.0,115.07,116.38,116.1,7347041.0,0.014505,2714259.0,,0.014505,0.009024,,0.0,0.0,0.0,315125469.9
10104,2023-08-08,7379,ORCL,ORACLE CORP,737.0,114.22,115.61,115.23,4694781.0,-0.007493,2714259.0,,-0.007493,-0.004218,,0.0,0.0,0.0,312764064.57
10104,2023-08-09,7379,ORCL,ORACLE CORP,737.0,112.33,115.71,113.1,6542427.0,-0.018485,2714259.0,,-0.018485,-0.007039,2023-08-09,0.0,0.0,1.0,306982692.9
10104,2023-08-10,7379,ORCL,ORACLE CORP,737.0,112.48,115.0948,112.99,6004125.0,-0.000973,2714259.0,,-0.000973,0.000251,2023-08-10,0.0,0.0,1.0,306684124.40999997
10104,2023-08-11,7379,ORCL,ORACLE CORP,737.0,111.13,113.48,113.06,5288879.0,0.00062,2714259.0,,0.00062,-0.00107,,0.0,0.0,0.0,306874122.54
10104,2023-08-14,7379,ORCL,ORACLE CORP,737.0,113.15,115.8062,115.57,6494216.0,0.022201,2714259.0,,0.022201,0.00575,2023-08-14,0.0,0.0,2.0,313686912.63
10104,2023-08-15,7379,ORCL,ORACLE CORP,737.0,114.84,118.059,117.29,10412160.0,0.014883,2714259.0,,0.014883,-0.011551,2023-08-15,0.0,0.0,3.0,318355438.11
10104,2023-08-16,7379,ORCL,ORACLE CORP,737.0,115.27,117.81,115.34,5721951.0,-0.016625,2714259.0,,-0.016625,-0.007555,2023-08-16,0.0,0.0,1.0,313062633.06
10104,2023-08-17,7379,ORCL,ORACLE CORP,737.0,114.36,116.78,114.88,6183897.0,-0.003988,2714259.0,,-0.003988,-0.007713,2023-08-17,1.0,0.0,1.0,311814073.92
10104,2023-08-18,7379,ORCL,ORACLE CORP,737.0,113.95,116.99,116.46,9412775.0,0.013753,2714259.0,,0.013753,-0.000149,,0.0,0.0,0.0,316102603.14
10104,2023-08-21,7379,ORCL,ORACLE CORP,737.0,115.19,117.35,116.59,5811160.0,0.001116,2714259.0,,0.001116,0.006879,,0.0,0.0,0.0,316455456.81
10104,2023-08-22,7379,ORCL,ORACLE CORP,737.0,115.73,117.68,116.54,4961062.0,-0.000429,2714259.0,,-0.000429,-0.002777,,0.0,0.0,0.0,316319743.86
10104,2023-08-23,7379,ORCL,ORACLE CORP,737.0,112.1098,120.45,117.84,16517285.0,0.011155,2714259.0,,0.011155,0.011045,2023-08-23,1.0,0.0,1.0,319848280.56
10104,2023-08-24,7379,ORCL,ORACLE CORP,737.0,112.41,119.73,112.91,11995894.0,-0.041836,2714259.0,,-0.041836,-0.013458,,0.0,0.0,0.0,306466983.69
10104,2023-08-25,7379,ORCL,ORACLE CORP,737.0,112.74,116.148,116.06,8758141.0,0.027898,2714259.0,,0.027898,0.006718,,0.0,0.0,0.0,315016899.54
